"","age","ed","employ","address","income","debtinc","creddebt","othdebt","default","preddef1","preddef2","preddef3"
"461",39,"Did not complete high school",8,0,21,4,0.27636,0.56364,"No",0.0979306917017587,0.132449649054623,0.118757642677076
"462",21,"High school degree",0,2,21,12.5,0.48825,2.13675,"Yes",0.60576398694754,0.603273386616664,0.292038788109412
"463",31,"Some college",9,2,28,2.6,0.121576,0.606424,"No",0.0553161944814954,0.0771541568694132,0.100786887619104
"464",31,"High school degree",9,1,30,5.8,0.60204,1.13796,"No",0.0998600094764963,0.138414266245478,0.14587379519876
"465",48,"Did not complete high school",0,23,30,22.3,2.66262,4.02738,"No",0.697265078927443,0.893551145571022,0.599731080212058
"466",28,"Did not complete high school",4,1,16,23.8,1.08528,2.72272,"No",0.706802218486166,0.862387906176197,0.646061231863975
"467",47,"Some college",16,26,221,17.6,15.791776,23.104224,"Yes",0.978482417275991,0.975208295434895,0.446640081169066
"468",27,"High school degree",6,1,34,4.4,0.237864,1.258136,"No",0.141458063106748,0.146719216797154,0.124378885097109
"469",29,"High school degree",6,10,65,18.4,1.98536,9.97464,"No",0.426193839448027,0.497211563810337,0.472786447367334
"470",21,"High school degree",2,0,20,4.5,0.2907,0.6093,"Yes",0.329048231568699,0.380251991412286,0.125819411565012
"471",29,"Did not complete high school",7,5,20,19.8,1.00584,2.95416,"Yes",0.360900474272814,0.249298986493205,0.518816616205483
"472",24,"College degree",0,3,29,6.6,0.589512,1.324488,"Yes",0.471417522011022,0.308259803478899,0.159487876633662
"473",44,"Did not complete high school",12,3,31,9.7,0.357833,2.649167,"No",0.052912261570275,0.0732732827144548,0.222003218251334
"474",22,"Did not complete high school",1,0,18,4.4,0.270072,0.521928,"No",0.379766054807328,0.17707975759406,0.124378885097109
"475",38,"High school degree",13,0,59,2.4,0.407808,1.008192,"No",0.0293313367610282,0.0446973035812178,0.0984261698495888
"476",52,"High school degree",12,16,76,7.7,0.99484,4.85716,"No",0.0229218219496619,0.033961181524439,0.179864663152346
"477",25,"Did not complete high school",3,2,18,16.3,0.35208,2.58192,"Yes",0.489785017337885,0.694945203788466,0.4048353225734
"478",25,"Did not complete high school",5,5,22,10.9,0.402864,1.995136,"No",0.22840514373787,0.136131956095507,0.250473225436072
"479",51,"High school degree",27,21,166,11.5,0.82087,18.26913,"No",0.000519591926235467,0.000345651671328425,0.265588815912145
"480",38,"Did not complete high school",21,16,58,16.5,4.58403,4.98597,"No",0.043003654259038,0.0107048150913045,0.411193343631029
"481",44,"Did not complete high school",9,20,33,5.2,0.545688,1.170312,"No",0.0212963163357749,0.01653755042209,0.136307035904262
"482",24,"High school degree",2,3,26,9.7,0.887744,1.634256,"Yes",0.461293101187712,0.463144796914232,0.222003218251334
"483",34,"Did not complete high school",5,3,33,7.3,0.778107,1.630893,"No",0.239104781885663,0.124099869386781,0.172229007335537
"484",25,"High school degree",6,2,26,4.5,0.0702,1.0998,"No",0.122204022899605,0.118265679419625,0.125819411565012
"485",45,"Some college",5,17,94,10.5,3.61242,6.25758,"Yes",0.404073316515946,0.540470111234706,0.240719879471011
"486",34,"High school degree",4,10,25,5.8,0.56985,0.88015,"No",0.149892441264866,0.207167626196222,0.14587379519876
"487",27,"College degree",2,8,23,5.7,0.319884,0.991116,"Yes",0.224468270363815,0.13664752205336,0.144241548322777
"488",33,"High school degree",10,13,57,20.9,6.111369,5.801631,"Yes",0.745230831768245,0.773666957547671,0.554799197115373
"489",35,"High school degree",0,16,22,15,1.9701,1.3299,"Yes",0.589492479102208,0.619998412198888,0.364366949296657
"490",50,"High school degree",15,31,60,1.1,0.46794,0.19206,"No",0.00138119234207691,0.000739887319606644,0.084251343295237
"491",33,"Did not complete high school",13,13,42,3.6,0.228312,1.283688,"No",0.0104313748198314,0.00322037309033341,0.113357560419516
"492",41,"Some college",13,13,91,25.2,2.316132,20.615868,"Yes",0.190066872490082,0.235819929502069,0.686979178800848
"493",28,"Did not complete high school",0,2,28,33.3,2.28438,7.03962,"Yes",0.964245331832768,0.968754436324632,0.864377305607644
"494",38,"Some college",12,14,63,16,5.71536,4.36464,"Yes",0.461942696867952,0.516548026532275,0.395358472460017
"495",25,"Did not complete high school",3,2,16,17.8,1.01104,1.83696,"Yes",0.615174776693884,0.489746510767652,0.453154759589524
"496",47,"High school degree",4,9,33,7.1,1.19493,1.14807,"Yes",0.234821562257501,0.435269788837559,0.168508494102977
"497",30,"High school degree",12,9,98,7.2,2.935296,4.120704,"No",0.107550024468274,0.0753344722940259,0.170360679895587
"498",44,"High school degree",12,5,86,13,1.47576,9.70424,"No",0.107609226666203,0.170815566208969,0.30582859021282
"499",25,"Did not complete high school",0,2,18,18.9,0.513702,2.888298,"Yes",0.732830431525352,0.876014025410021,0.489213337068893
"500",41,"High school degree",6,0,36,19.5,4.51386,2.50614,"Yes",0.887052061465882,0.950275840348134,0.508953268502707
"501",22,"Some college",0,1,18,7.7,0.47817,0.90783,"No",0.520321489565306,0.460274878051609,0.179864663152346
"502",35,"High school degree",3,11,40,17.2,1.80256,5.07744,"Yes",0.534566607921436,0.510171442474906,0.433667711732591
"503",42,"Post-undergraduate degree",6,23,190,7.8,3.15666,11.66334,"No",0.165472354875307,0.193342466732127,0.181814378077261
"504",38,"Did not complete high school",3,19,23,14.7,0.831726,2.549274,"No",0.216118811860452,0.15036271419462,0.355271939089127
"505",23,"High school degree",1,3,18,18.7,0.885258,2.480742,"Yes",0.706912324427979,0.707448376627418,0.482637792475104
"506",28,"Some college",2,5,30,19.9,1.52235,4.44765,"No",0.720374152552816,0.691310211868081,0.522101522219013
"507",52,"Did not complete high school",19,25,89,4.7,0.397385,3.785615,"No",0.0011248124963648,0.00213751295507109,0.128743325737245
"508",25,"Did not complete high school",9,2,20,3.5,0.105,0.595,"No",0.0590868384404125,0.0313910848709543,0.112041425041299
"509",28,"High school degree",1,4,16,14.7,0.573888,1.778112,"No",0.566530276886241,0.525670375460752,0.355271939089127
"510",43,"Did not complete high school",19,11,79,7.5,0.7821,5.1429,"No",0.00557435222264044,0.00377915757487893,0.176014277117858
"511",24,"High school degree",3,1,24,19.1,2.172816,2.411184,"No",0.790973718880468,0.832410344048527,0.495792616651755
"512",34,"Some college",13,7,52,9.2,1.497392,3.286608,"No",0.0550180408322045,0.0664470198326887,0.210845072506912
"513",29,"High school degree",6,9,25,4.2,0.58485,0.46515,"No",0.0934663140725528,0.0865376411484905,0.121540265102462
"514",31,"Did not complete high school",6,9,21,8.3,0.728574,1.014426,"No",0.138502890538379,0.0622036230721761,0.191809605554132
"515",42,"High school degree",14,1,48,8.6,1.201248,2.926752,"Yes",0.0561850320242424,0.102771410153082,0.198005125485801
"516",49,"High school degree",11,1,51,15,0.54315,7.10685,"No",0.129468267778651,0.26763232486958,0.364366949296657
"517",39,"Did not complete high school",22,9,73,14.3,3.726723,6.712277,"No",0.030418428784101,0.0227131003080264,0.343306913201855
"518",45,"Some college",0,19,22,4.2,0.030492,0.893508,"No",0.124931153385961,0.22842561681935,0.121540265102462
"519",41,"Did not complete high school",7,22,32,2.9,0.072384,0.855616,"No",0.0183572086058244,0.0149860111264343,0.104422211934525
"520",29,"High school degree",9,0,46,1.6,0.241408,0.494592,"No",0.0632751655098585,0.0453038175531906,0.0894695595917783
"521",35,"Some college",7,5,38,15.1,1.382858,4.355142,"No",0.316418478255356,0.314630258179631,0.367420656592906
"522",27,"High school degree",5,6,25,6.8,0.7055,0.9945,"No",0.184362329684127,0.132582169278203,0.163048277810623
"523",28,"Did not complete high school",4,7,19,4.1,0.286672,0.492328,"No",0.141362160226111,0.087586408075437,0.120141998018177
"524",48,"Did not complete high school",17,22,66,3.2,1.46784,0.64416,"No",0.00376171314915747,0.00129623398956367,0.108172886416567
"525",24,"Did not complete high school",2,5,18,6,0.52812,0.55188,"No",0.29937428312194,0.253138747928099,0.149184219573304
"526",31,"Did not complete high school",6,12,33,4.2,0.14553,1.24047,"No",0.0591062735455258,0.0184683431108316,0.121540265102462
"527",43,"Did not complete high school",10,9,69,6.4,0.410688,4.005312,"No",0.0411690762337516,0.0381602198670492,0.155990731712526
"528",42,"Did not complete high school",3,10,24,10.6,0.666528,1.877472,"No",0.266242525139815,0.259469051318226,0.243133697635996
"529",51,"High school degree",31,14,249,7.8,4.27284,15.14916,"No",0.00181069048627053,0.00146830905327639,0.181814378077261
"530",22,"Did not complete high school",4,3,19,23.1,1.88727,2.50173,"Yes",0.753090719362856,0.646574329783906,0.62472170332041
"531",37,"Did not complete high school",6,10,31,11.7,1.701063,1.925937,"Yes",0.258901634793357,0.198493298672782,0.270754813587066
"532",22,"Some college",1,3,25,13.8,1.97685,1.47315,"Yes",0.745244640179527,0.780352202505416,0.328627227393458
"533",49,"High school degree",2,13,20,16.9,0.37856,3.00144,"Yes",0.348909748418072,0.448638522985708,0.423996750019665
"534",29,"Did not complete high school",9,8,30,8.2,0.15498,2.30502,"No",0.0566885539412108,0.0419218626036937,0.189777566816889
"535",42,"Did not complete high school",2,16,30,9.7,1.47246,1.43754,"No",0.293947559966662,0.163921396775045,0.222003218251334
"536",34,"Did not complete high school",15,0,67,13.2,3.741012,5.102988,"No",0.245765436108538,0.230247238017664,0.311445369244008
"537",34,"High school degree",9,7,27,1.7,0.295137,0.163863,"No",0.0382724167344613,0.0519173969791936,0.0905475842743514
"538",32,"High school degree",5,5,43,15,1.806,4.644,"Yes",0.487140031236564,0.542037090671465,0.364366949296657
"539",42,"High school degree",18,23,66,9.6,1.641024,4.694976,"No",0.00527852916154055,0.00484493377754465,0.21973827701109
"540",24,"Did not complete high school",3,0,14,16.1,0.838488,1.415512,"Yes",0.594520034016748,0.340543303550904,0.398509074529238
"541",34,"Did not complete high school",16,9,48,7.6,1.473792,2.174208,"No",0.0200644121691655,0.0353531568268403,0.17793130940947
"542",26,"Did not complete high school",10,2,32,4.7,0.126336,1.377664,"No",0.0525357497562272,0.0159000736441678,0.128743325737245
"543",30,"High school degree",12,9,68,20.1,2.856612,10.811388,"No",0.264548261382332,0.258953817586811,0.528665320220748
"544",32,"Did not complete high school",4,3,16,28.5,0.89376,3.66624,"Yes",0.735464114860276,0.749166212870538,0.772128770001601
"545",38,"Some college",13,18,25,5.7,0.343425,1.081575,"No",0.00894780358459149,0.00979784061314607,0.144241548322777
"546",43,"High school degree",10,24,37,8.5,0.676175,2.468825,"No",0.0174772017613723,0.0209776964222984,0.19592336268882
"547",31,"High school degree",9,8,53,13.5,1.194885,5.960115,"No",0.148280993263613,0.109027864872214,0.319975239349056
"548",37,"College degree",10,18,123,17.3,3.021618,18.257382,"No",0.194493458660357,0.117874758598287,0.436903005506046
"549",37,"High school degree",4,11,20,21.7,0.1736,4.1664,"Yes",0.345178224267928,0.472260172038497,0.580633493942323
"550",41,"Some college",12,11,86,26.5,4.99101,17.79899,"Yes",0.646333248817239,0.710385623339797,0.722548115025185
"551",32,"Did not complete high school",0,4,20,3,0.2634,0.3366,"Yes",0.33174095661209,0.614620154656394,0.105659495410671
"552",22,"High school degree",0,1,35,9,0.7812,2.3688,"Yes",0.591389618518579,0.514285574026441,0.206498469635316
"553",32,"High school degree",12,3,63,18.2,5.549544,5.916456,"No",0.698539002399478,0.716056179014485,0.466230162951689
"554",47,"High school degree",17,23,41,9.5,0.455715,3.439285,"No",0.00338765545818887,0.00228162664985376,0.217489983603156
"555",40,"Did not complete high school",21,21,46,6.2,0.966828,1.885172,"No",0.00151543228867069,0.00066684186858938,0.15255635158718
"556",31,"Did not complete high school",8,1,22,6.7,0.369974,1.104026,"No",0.118186529926148,0.050740455113735,0.161260140498931
"557",34,"Some college",7,0,27,2.2,0.125334,0.468666,"No",0.0976819056270708,0.101663812013793,0.0961148365238271
"558",52,"College degree",13,17,234,7.7,7.38738,10.63062,"No",0.39809548054716,0.256097261367707,0.179864663152346
"559",28,"Did not complete high school",2,2,17,2.5,0.199325,0.225675,"Yes",0.249014583616521,0.478430566016741,0.0996003083989934
"560",38,"Some college",15,18,63,13.4,5.090526,3.351474,"No",0.142727059668016,0.140456482266937,0.317118179812397
"561",33,"High school degree",10,4,26,3.1,0.030628,0.775372,"No",0.0372962357812422,0.0414993729850726,0.106909689191686
"562",39,"High school degree",9,12,32,6.6,1.429824,0.682176,"No",0.0725912944664171,0.0812201092170144,0.159487876633662
"563",47,"Some college",23,11,115,4,0.6532,3.9468,"No",0.00144648110836776,0.00154225302385462,0.118757642677076
"564",36,"High school degree",11,8,49,1.3,0.272636,0.364364,"No",0.0210693163056843,0.0259916157649352,0.086304627715115
"565",29,"Some college",7,2,84,13.6,6.91152,4.51248,"Yes",0.924768238458193,0.90375948173422,0.32284587007031
"566",48,"College degree",14,10,59,16.5,4.935645,4.799355,"Yes",0.328411065204908,0.479203818610579,0.411193343631029
"567",38,"Some college",12,18,64,5.8,0.894592,2.817408,"No",0.015671487811099,0.0158844229013769,0.14587379519876
"568",46,"High school degree",9,26,15,4.3,0.014835,0.630165,"No",0.00902415335723877,0.0124564211405367,0.122952531749586
"569",27,"Some college",5,4,42,19.9,2.707992,5.650008,"Yes",0.72693760370607,0.787394725831696,0.522101522219013
"570",54,"Did not complete high school",18,34,114,8.5,3.2946,6.3954,"No",0.00505598981147993,0.00266911738578658,0.19592336268882
"571",27,"College degree",0,0,25,12.7,1.419225,1.755775,"Yes",0.758254211825314,0.831473031242501,0.297510850128549
"572",23,"Did not complete high school",1,0,17,1.6,0.011696,0.260304,"No",0.29199039760929,0.209056386995323,0.0894695595917783
"573",41,"Did not complete high school",23,2,91,13.7,0.573482,11.893518,"No",0.0067231210163287,0.00491523421635326,0.325729918501149
"574",24,"Did not complete high school",3,5,15,11.3,0.072885,1.622115,"Yes",0.291953911500523,0.464712479328329,0.260486177232655
"575",28,"Did not complete high school",9,0,22,27.7,5.283498,0.810502,"Yes",0.923999364882084,0.963417139068732,0.753074405700566
"576",26,"Did not complete high school",0,0,14,10.5,0.25578,1.21422,"No",0.570108444774455,0.494909809856162,0.240719879471011
"577",24,"Did not complete high school",8,0,17,5.6,0.569296,0.382704,"Yes",0.128828923754901,0.0737112173913011,0.142624515618002
"578",49,"High school degree",22,4,79,7.3,0.28835,5.47865,"No",0.00352748588431805,0.00494419699508942,0.172229007335537
"579",28,"High school degree",3,1,36,8.6,0.383904,2.712096,"No",0.349545470815395,0.45401140677745,0.198005125485801
"580",38,"Did not complete high school",6,17,18,13,0.13104,2.20896,"No",0.0827711555283944,0.0751774302497968,0.30582859021282
"581",33,"High school degree",2,9,37,4.5,0.834165,0.830835,"No",0.243737292178848,0.209582400014209,0.125819411565012
"582",26,"Did not complete high school",8,4,25,4.7,0.210325,0.964675,"No",0.0743670620066025,0.0232935817488702,0.128743325737245
"583",36,"Did not complete high school",9,1,40,9.8,1.97568,1.94432,"No",0.257572992125953,0.280852018730841,0.224284794561537
"584",37,"Some college",16,14,50,36.6,7.32,10.98,"Yes",0.834081030427387,0.872401325513599,0.907750191886664
"585",25,"College degree",0,1,18,33.4,2.801592,3.210408,"Yes",0.975423921244021,0.954977989956718,0.865912855466288
"586",29,"Did not complete high school",9,2,33,4.8,0.693792,0.890208,"No",0.089829432704561,0.0641544415215594,0.130226882366666
"587",27,"High school degree",8,4,38,6.9,0.364458,2.257542,"No",0.0963059974843328,0.088769593973677,0.164852345821016
"588",45,"Did not complete high school",17,0,62,15,2.4366,6.8634,"No",0.100194274758317,0.0609829825809047,0.364366949296657
"589",37,"Did not complete high school",9,8,57,5.5,1.357455,1.777545,"No",0.0861853182762839,0.0663744710458311,0.141022623460993
"590",29,"High school degree",3,6,26,6.1,0.537654,1.048346,"Yes",0.238697600914421,0.255681503940381,0.150862537804978
"591",51,"Did not complete high school",10,1,44,13.2,4.960032,0.847968,"Yes",0.670161419821311,0.732332081612929,0.311445369244008
"592",22,"Some college",0,0,23,8.4,0.372876,1.559124,"Yes",0.540915698633663,0.621830884191776,0.193858196359287
"593",30,"College degree",7,10,30,15.7,0.26376,4.44624,"No",0.146191577036926,0.0830857319962227,0.385959602609044
"594",31,"Did not complete high school",7,2,20,12.3,0.1107,2.3493,"No",0.182032926592779,0.37678606846009,0.286626307353922
"595",28,"Did not complete high school",2,0,18,14.8,1.939392,0.724608,"Yes",0.757927497294184,0.897351357120019,0.358292388188577
"596",35,"Did not complete high school",10,16,39,5.7,0.217854,2.005146,"No",0.0200548434443216,0.011793774850639,0.144241548322777
"597",25,"College degree",1,1,34,8.5,0.13294,2.75706,"Yes",0.428378429112758,0.509217773331008,0.19592336268882
"598",32,"High school degree",5,0,28,14.8,2.594144,1.549856,"Yes",0.687558139936416,0.792137546424596,0.358292388188577
"599",33,"Did not complete high school",2,10,24,9.6,1.041408,1.262592,"No",0.344199797295135,0.171050280336972,0.21973827701109
"600",28,"High school degree",3,4,41,25.1,5.896743,4.394257,"Yes",0.977033206954784,0.972009138696991,0.68414195968044
"601",46,"Some college",4,17,73,5.4,2.223288,1.718712,"No",0.199080215652094,0.1954820795374,0.139435797002348
"602",41,"Did not complete high school",24,12,83,14,6.58854,5.03146,"No",0.0706063333582533,0.117449606697292,0.33446097880431
"603",42,"High school degree",11,5,73,6.8,2.869192,2.094808,"No",0.164981783537884,0.154687881333859,0.163048277810623
"604",41,"College degree",9,13,47,5,0.4371,1.9129,"No",0.0342621743155444,0.019126120423621,0.133237610593936
"605",26,"Did not complete high school",3,5,29,25.7,2.526567,4.926433,"Yes",0.857059752434653,0.837779240853546,0.700953572253413
"606",47,"Did not complete high school",27,8,113,9.2,2.380684,8.015316,"No",0.00297361668163738,0.000964700474630358,0.210845072506912
"607",29,"Did not complete high school",1,3,18,25.6,1.98144,2.62656,"Yes",0.892600596560856,0.855808736079259,0.698187369361663
"608",34,"Did not complete high school",3,14,36,4.7,0.624348,1.067652,"No",0.131965059377348,0.114280824949195,0.128743325737245
"609",36,"Did not complete high school",7,2,43,6.2,1.03974,1.62626,"No",0.181128207355189,0.200800192119201,0.15255635158718
"610",38,"High school degree",7,4,64,3,0.65088,1.26912,"No",0.101882332575132,0.0928194188433943,0.105659495410671
"611",41,"High school degree",4,14,26,19.2,1.47264,3.51936,"Yes",0.410873009980703,0.557666139840225,0.499082945440632
"612",46,"Did not complete high school",9,23,31,13.8,1.617084,2.660916,"No",0.0630660223586654,0.146304831590547,0.328627227393458
"613",40,"Some college",3,15,55,16.5,1.751475,7.323525,"Yes",0.431053834033333,0.449834630818082,0.411193343631029
"614",44,"High school degree",17,0,129,2.5,0.551475,2.673525,"No",0.0123878566234818,0.00924239691428433,0.0996003083989934
"615",35,"Some college",10,15,39,10.4,1.60212,2.45388,"No",0.0691547976135937,0.0462135471148776,0.23832247968374
"616",36,"Did not complete high school",20,15,60,5.4,1.05624,2.18376,"No",0.00307967331844278,0.00064139752103716,0.139435797002348
"617",28,"High school degree",0,3,30,4.8,0.12096,1.31904,"Yes",0.367765701315854,0.419125528915782,0.130226882366666
"618",29,"High school degree",6,7,18,5.1,0.44982,0.46818,"Yes",0.108373073720757,0.133624930862779,0.134764945811939
"619",23,"High school degree",3,3,22,11.4,1.274064,1.233936,"Yes",0.493419829286373,0.476901541507739,0.263029539285341
"620",41,"High school degree",7,17,63,15.4,4.637556,5.064444,"No",0.53648252901235,0.490576767815139,0.376644986754052
"621",25,"Did not complete high school",1,1,19,6.9,0.190095,1.120905,"No",0.402046071152446,0.351605011542296,0.164852345821016
"622",45,"High school degree",2,19,29,5.4,0.443178,1.122822,"No",0.11013649404162,0.11490923685275,0.139435797002348
"623",48,"High school degree",30,14,148,7.2,3.974688,6.681312,"No",0.00184498555636606,0.00120049435971645,0.170360679895587
"624",38,"Did not complete high school",18,7,45,7,0.5355,2.6145,"No",0.00814765695939444,0.00455501587492096,0.166672400022865
"625",29,"Did not complete high school",6,4,46,5.4,1.169964,1.314036,"No",0.193939821689202,0.0732534566663731,0.139435797002348
"626",42,"College degree",15,8,186,3.6,2.403864,4.292136,"No",0.0327728686931709,0.01251334215159,0.113357560419516
"627",31,"Did not complete high school",11,12,47,10.9,2.863757,2.259243,"No",0.13805275934834,0.0390659793673654,0.250473225436072
"628",40,"Did not complete high school",3,13,23,6.9,0.409446,1.177554,"No",0.150408430239972,0.126245776788736,0.164852345821016
"629",26,"Did not complete high school",2,6,21,19.8,1.022868,3.135132,"No",0.63877329371723,0.374274864006657,0.518816616205483
"630",25,"Did not complete high school",6,6,22,20.2,2.261996,2.182004,"No",0.585398830975112,0.453776057433664,0.531943648120058
"631",53,"College degree",7,11,61,7.9,1.874591,2.944409,"No",0.16637900603441,0.163983491417098,0.183780491732131
"632",50,"Some college",18,27,102,14.1,5.781564,8.600436,"No",0.0576451575171498,0.0685852148233537,0.337397088118022
"633",47,"Did not complete high school",31,9,136,23.1,14.231448,17.184552,"Yes",0.759645308266487,0.902404220880746,0.62472170332041
"634",23,"Did not complete high school",1,0,21,8.4,1.210104,0.553896,"Yes",0.598966729240879,0.347132659667299,0.193858196359287
"635",37,"Some college",12,8,83,4.1,0.319882,3.083118,"No",0.0217314690587568,0.0257229185613326,0.120141998018177
"636",41,"Did not complete high school",24,15,100,11.5,5.06,6.44,"No",0.0194996565911007,0.00462196127526218,0.265588815912145
"637",28,"High school degree",0,7,29,13.3,2.148349,1.708651,"Yes",0.739844454285654,0.758224583609614,0.314274841148005
"638",31,"Did not complete high school",7,11,41,30.7,2.995706,9.591294,"Yes",0.739498668217328,0.719404557150261,0.819050570317462
"639",41,"High school degree",6,1,19,6.3,0.124488,1.072512,"No",0.15440128421325,0.260756584682649,0.154265727768891
"640",36,"Did not complete high school",7,17,40,9.9,1.69488,2.26512,"No",0.116559266829865,0.0784044324166721,0.226582990088464
"641",41,"Did not complete high school",1,16,19,4.4,0.241604,0.594396,"No",0.141027592596853,0.164085768344763,0.124378885097109
"642",53,"High school degree",16,31,44,5.6,1.333024,1.130976,"No",0.00264316158910259,0.0017289877877627,0.142624515618002
"643",31,"High school degree",6,5,25,11.5,2.331625,0.543375,"No",0.425117480109562,0.363858731494248,0.265588815912145
"644",28,"High school degree",5,6,25,2.9,0.338575,0.386425,"No",0.114908561574861,0.140524577718053,0.104422211934525
"645",48,"Did not complete high school",28,25,70,12,4.3344,4.0656,"No",0.00230090900858265,0.00327810909632433,0.278621201773033
"646",23,"High school degree",0,1,42,3.9,1.018836,0.619164,"Yes",0.513925992295542,0.573794388653234,0.117387110612356
"647",31,"Did not complete high school",11,6,34,6.8,0.298248,2.013752,"No",0.0400785478384696,0.0128445784989909,0.163048277810623
"648",27,"Did not complete high school",6,6,43,4.9,0.882833,1.224167,"No",0.142367944626191,0.0457943992696313,0.131724949891918
"649",43,"Did not complete high school",11,17,37,1.3,0.179894,0.301106,"No",0.00972778692319322,0.00344582452531111,0.086304627715115
"650",29,"High school degree",5,7,28,18.7,2.125816,3.110184,"No",0.573439482404402,0.493363743014012,0.482637792475104
"651",53,"Did not complete high school",6,7,27,6.4,0.594432,1.133568,"Yes",0.12899667507103,0.45798444943145,0.155990731712526
"652",38,"Did not complete high school",4,9,19,13.6,1.245488,1.338512,"No",0.359259240477917,0.353876687626427,0.32284587007031
"653",30,"Did not complete high school",12,10,38,8.5,0.17119,3.05881,"No",0.0249323412470328,0.00668501077150786,0.19592336268882
"654",28,"Some college",2,0,20,9.4,0.23312,1.64688,"Yes",0.422387550214371,0.417274777257236,0.215258347740376
"655",36,"Did not complete high school",11,2,33,32.5,1.26555,9.45945,"No",0.492921784929974,0.459357981965784,0.851553661145915
"656",48,"Did not complete high school",15,5,60,2.1,0.3213,0.9387,"No",0.0113536076486031,0.0364177140241956,0.0949774523057643
"657",31,"Did not complete high school",12,9,24,6.6,0.441936,1.142064,"No",0.0266575097819903,0.0188298545875526,0.159487876633662
"658",35,"Did not complete high school",16,10,57,10.5,1.143135,4.841865,"No",0.0197766715845847,0.0118583407373222,0.240719879471011
"659",50,"Did not complete high school",4,4,23,12.5,0.140875,2.734125,"No",0.28856005964858,0.268133317468759,0.292038788109412
"660",42,"High school degree",12,9,55,15,2.53275,5.71725,"No",0.160004694441663,0.207225496732451,0.364366949296657
"661",40,"Did not complete high school",2,3,28,7.1,0.184884,1.803116,"No",0.312733953973942,0.335673703316853,0.168508494102977
"662",37,"High school degree",0,13,31,0.9,0.118017,0.160983,"Yes",0.154439813138947,0.233322778946896,0.0822425118007411
"663",31,"Some college",6,8,54,2.8,0.402192,1.109808,"No",0.0817339628961106,0.0952618495503443,0.103197745324591
"664",38,"Did not complete high school",11,13,35,8,1.2656,1.5344,"No",0.0437504172953391,0.0150307048237088,0.185763039434584
"665",35,"Did not complete high school",15,1,77,10.6,5.501188,2.660812,"No",0.395682696092858,0.352862764550154,0.243133697635996
"666",44,"Did not complete high school",24,10,101,5.6,2.992024,2.663976,"No",0.00539347096259721,0.00137593929831104,0.142624515618002
"667",44,"High school degree",21,14,113,13.2,3.192024,11.723976,"No",0.0174824590465951,0.0177723355388229,0.311445369244008
"668",33,"Did not complete high school",0,12,23,0.9,0.077418,0.129582,"No",0.162164224610614,0.0709734361885489,0.0822425118007411
"669",35,"Did not complete high school",7,14,29,4.9,0.264306,1.156694,"No",0.0455320705802755,0.0153935008751125,0.131724949891918
"670",36,"Some college",10,4,43,13,0.96148,4.62852,"No",0.136621643549118,0.210073250945935,0.30582859021282
"671",23,"High school degree",3,4,24,6.3,0.55188,0.96012,"No",0.274574171429019,0.305546260511027,0.154265727768891
"672",27,"Did not complete high school",0,7,18,12.8,0.582912,1.721088,"No",0.525985165899973,0.28621590294392,0.300268933495266
"673",34,"Did not complete high school",6,1,20,1.2,0.04248,0.19752,"No",0.0999626199709656,0.262585047506651,0.0852723816350024
"674",35,"Did not complete high school",0,5,34,11.1,1.369962,2.404038,"Yes",0.638174661428536,0.65617044913338,0.255447474216885
"675",24,"High school degree",4,4,20,3.7,0.32412,0.41588,"No",0.171627763131203,0.197757803505967,0.114687159414884
"676",48,"Did not complete high school",30,8,101,6.4,1.87456,4.58944,"No",0.000841109672164176,0.000591555907836769,0.155990731712526
"677",26,"High school degree",8,1,40,11.8,0.44368,4.27632,"No",0.17985599734687,0.180012060339347,0.273361375766833
"678",40,"Did not complete high school",6,9,36,2.1,0.390852,0.365148,"Yes",0.0711902915770124,0.188448597957658,0.0949774523057643
"679",34,"Did not complete high school",9,8,48,9.3,0.419616,4.044384,"No",0.071551663246706,0.0539672355213421,0.213043376128119
"680",35,"Did not complete high school",17,4,42,3,0.09324,1.16676,"No",0.00723193916423059,0.0148538409124644,0.105659495410671
"681",30,"Did not complete high school",7,2,33,25.4,1.165098,7.216902,"Yes",0.564101779056092,0.532724218664806,0.692611686311396
"682",20,"Did not complete high school",4,0,14,9.7,0.200984,1.157016,"Yes",0.312145073039738,0.119565220748366,0.222003218251334
"683",36,"College degree",1,17,30,11.5,0.3243,3.1257,"No",0.229003011714723,0.159674743523587,0.265588815912145
"684",21,"Did not complete high school",1,1,16,6.3,0.14112,0.86688,"No",0.382731698657883,0.299956003750269,0.154265727768891
"685",34,"Did not complete high school",18,10,53,10.5,0.840315,4.724685,"No",0.0103333788116865,0.0178749805024298,0.240719879471011
"686",35,"Did not complete high school",7,5,39,16.1,1.701609,4.577391,"Yes",0.377688743927887,0.400253851945377,0.398509074529238
"687",35,"Some college",1,4,20,7.9,0.8532,0.7268,"No",0.456991810311555,0.496680354856245,0.183780491732131
"688",34,"Did not complete high school",10,1,33,10.3,2.501664,0.897336,"Yes",0.277740293150401,0.244809220224309,0.235941536859481
"689",33,"Did not complete high school",12,12,68,10.8,1.365984,5.978016,"No",0.0501538815591966,0.0351755748416437,0.248010417755233
"690",30,"Did not complete high school",4,2,18,10.7,0.227268,1.698732,"No",0.299585258226557,0.238627739507472,0.245563892199606
